Food-Group-Name, Food-Group-Code,Sex,Age,Number-of-Respondents,Percentage-of-Eaters,All-Person-Consumption-Intake-g-per-person-Mean,All-Person-Consumption-Intake-g-per-person-SE-Mean,All-Person-Consumption-Intake-g-per-person-P50,All-Person-Consumption-Intake-g-per-person-SE-P50,All-Person-Consumption-Intake-g-per-person-P90,All-Person-Consumption-Intake-g-per-person-SE-P90,All-Person-Consumption-Intake-g-per-person-P95,All-Person-Consumption-Intake-g-per-person-SE-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P95,Eaters-Only-Consumption-Intake-g-per-person-Mean,Eaters-Only-Consumption-Intake-g-per-person-SE-Mean,Eaters-Only-Consumption-Intake-g-per-person-P50,Eaters-Only-Consumption-Intake-g-per-person-SE-P50,Eaters-Only-Consumption-Intake-g-per-person-P90,Eaters-Only-Consumption-Intake-g-per-person-SE-P90,Eaters-Only-Consumption-Intake-g-per-person-P95,Eaters-Only-Consumption-Intake-g-per-person-SE-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P95
DAIRY PRODUCTS - OVERALL,All,Both,All ages,33343,94.7,336.71,±3.74,245,±2.64,766.76,±10.07,1009.12,±16.63,7.18,±0.08,3.6,±0.06,16.41,±0.30,26.46,±0.46,355.55,±3.81,261.32,±3.32,786.14,±9.95,1034.46,±16.82,7.58,±0.09,3.9,±0.06,17.17,±0.25,27.23,±0.41
DAIRY PRODUCTS - OVERALL,All,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
DAIRY PRODUCTS - OVERALL,All,Both,6 - 11 Months,191,59,307.49 E,±61.16,F,F,1113.58 E,±212.68,F,F,33.18 E,±6.56,F,F,118.47 E,±22.51,F,F,521.19 E,±92.16,502.09 E,±146.50,1145.72,±148.85,F,F,56.25 E,±9.85,50.87 E,±15.42,121.89,±17.70,F,F
DAIRY PRODUCTS - OVERALL,All,Both,1 Year,735,89.1,583.55,±27.23,551.26,±30.06,1138.69,±66.56,1366.06,±75.67,53.32,±2.56,50.79,±2.87,104.38,±5.87,128.18,±9.40,654.74,±26.01,610,±31.33,1202.39,±65.69,1366.7,±68.04,59.82,±2.46,55.4,±2.90,108.46,±6.00,128.24,±9.09
DAIRY PRODUCTS - OVERALL,All,Both,2 - 3 Years,1453,98.8,527.72,±12.85,477.57,±20.37,991.14,±40.87,1179.93,±39.36,36.01,±0.92,31.43,±1.20,67.66,±2.50,84.72,±4.65,533.97,±12.94,487.92,±19.84,996.04,±41.08,1179.93,±39.57,36.44,±0.92,31.88,±1.20,68.47,±2.57,84.9,±4.59
DAIRY PRODUCTS - OVERALL,All,Both,4 -8 Years,3238,98.5,479.51,±10.70,415.43,±12.40,906.62,±24.37,1101.28,±67.95,21.06,±0.51,18.19,±0.48,40.08,±0.93,51.16,±2.87,486.98,±10.65,423,±12.65,910.89,±24.44,1107.98,±68.06,21.39,±0.51,18.5,±0.49,40.33,±0.91,51.44,±2.86
DAIRY PRODUCTS - OVERALL,All,Both,9 -13 Years,4060,97.1,475.59,±10.18,381.95,±11.55,989.08,±27.28,1255.01,±31.07,11.53,±0.25,9.17,±0.27,24.71,±1.03,31.05,±0.63,489.91,±10.31,396.46,±10.67,993.69,±30.37,1264.95,±32.26,11.88,±0.26,9.33,±0.23,25.34,±1.00,31.05,±0.65
DAIRY PRODUCTS - OVERALL,All,Both,14 -18 Years,4565,94.9,450.01,±11.05,340.89,±10.82,980.26,±25.12,1296.02,±47.72,7.16,±0.18,5.4,±0.16,15.99,±0.58,21.1,±0.69,474.2,±11.16,368.52,±11.73,988.57,±29.48,1319.27,±50.50,7.55,±0.18,5.67,±0.15,16.5,±0.56,21.4,±0.68
DAIRY PRODUCTS - OVERALL,All,Both,19 - 30 Years,3821,93.6,351.67,±11.63,242.6,±13.44,805.55,±23.83,1084.19,±44.69,4.99,±0.17,3.35,±0.17,11.68,±0.54,15.02,±0.68,375.76,±12.11,266.57,±10.70,827.88,±29.09,1110.02,±45.90,5.34,±0.18,3.76,±0.17,12.27,±0.60,15.56,±0.73
DAIRY PRODUCTS - OVERALL,All,Both,31 - 50 Years,5351,94.9,297.31,±7.71,218.15,±11.84,667.86,±25.10,930.07,±29.10,4.02,±0.10,2.93,±0.11,9.19,±0.31,12.29,±0.38,313.25,±8.06,243.52,±8.71,688.05,±24.51,937.13,±31.09,4.24,±0.11,3.17,±0.12,9.39,±0.33,12.29,±0.39
DAIRY PRODUCTS - OVERALL,All,Both,51 -70 Years,5751,94.4,258.57,±6.29,181.02,±7.23,590.51,±20.82,803.4,±37.00,3.47,±0.08,2.26,±0.11,8.1,±0.23,10.85,±0.41,273.88,±6.48,194.45,±6.96,610.86,±19.36,819.7,±33.99,3.68,±0.09,2.59,±0.13,8.26,±0.24,11,±0.39
DAIRY PRODUCTS - OVERALL,All,Both,71 + Years ,4130,96.3,274.98,±12.14,203.25,±7.37,606.5,±31.30,806.25,±70.18,3.97,±0.16,2.85,±0.09,8.83,±0.43,12.55,±0.92,285.67,±12.53,212.01,±7.04,614.81,±32.12,814.21,±77.75,4.12,±0.16,2.98,±0.09,8.92,±0.47,12.55,±0.87
DAIRY PRODUCTS - OVERALL,All,Both,0 -18 years,14290,94.9,471.39,±5.83,390.59,±5.94,975.71,±10.89,1239.21,±15.85,17.48,±0.30,10.7,±0.22,40.9,±0.74,59.7,±1.60,496.56,±5.82,412.69,±7.25,985.74,±11.30,1247.62,±19.38,18.41,±0.30,11.63,±0.20,41.88,±0.81,60.37,±1.77
DAIRY PRODUCTS - OVERALL,All,Both,19 +  Years,19053,94.6,296.21,±4.57,206.83,±4.93,675.17,±11.98,921.51,±19.49,4.08,±0.06,2.84,±0.06,9.37,±0.21,12.61,±0.23,313.01,±4.66,230.6,±6.37,691.67,±14.33,937.13,±20.90,4.31,±0.06,3.06,±0.06,9.71,±0.19,12.76,±0.28
DAIRY PRODUCTS - OVERALL,All,Male,9 -13 Years,2080,96.8,526.94,±15.24,433.77,±21.72,1102.97,±51.23,1332.1,±60.37,12.61,±0.37,9.91,±0.44,27.49,±1.11,33.89,±1.79,544.47,±15.40,450.89,±21.54,1111.86,±50.87,1354.66,±61.42,13.03,±0.38,10.32,±0.48,27.91,±1.06,34.47,±1.83
DAIRY PRODUCTS - OVERALL,All,Male,14 -18 Years,2288,94.7,527.26,±16.95,435.2,±16.77,1175.23,±60.04,1532.32,±82.84,7.87,±0.25,6.03,±0.25,17.32,±0.78,23.27,±1.18,556.53,±16.94,444.04,±16.85,1209.37,±57.44,1556.82,±84.34,8.31,±0.25,6.43,±0.28,17.8,±0.75,23.55,±1.20
DAIRY PRODUCTS - OVERALL,All,Male,19 - 30 Years,1804,93.1,370.14,±18.40,244,±19.90,837.17,±37.30,1123.31,±56.02,4.78,±0.25,3.1,±0.23,11.02,±0.56,14.57,±0.88,397.5,±19.51,276.83,±19.56,860.04,±40.99,1155.76,±60.56,5.14,±0.27,3.44,±0.23,11.23,±0.69,15.43,±0.93
DAIRY PRODUCTS - OVERALL,All,Male,31 - 50 Years,2596,93.8,304.24,±12.31,200.48,±16.13,670.99,±40.69,1024.41,±55.64,3.7,±0.15,2.57,±0.18,8.77,±0.40,11.55,±0.64,324.21,±12.96,238.32,±18.76,711.35,±42.55,1035.85,±51.55,3.95,±0.16,2.87,±0.17,8.97,±0.42,11.72,±0.62
DAIRY PRODUCTS - OVERALL,All,Male,51 -70 Years,2550,93.7,261.83,±10.10,175.32,±12.22,627.81,±31.04,854,±46.49,3.16,±0.12,2.09,±0.11,7.34,±0.45,9.61,±0.81,279.33,±10.41,194.45,±10.92,648.17,±28.55,864.5,±42.76,3.37,±0.13,2.26,±0.16,7.69,±0.45,10.23,±0.77
DAIRY PRODUCTS - OVERALL,All,Male,71 + Years ,1520,96.5,292.29,±25.02,210.35,±11.77,625.41,±66.04,896.21 E,±150.31,3.75,±0.27,2.75,±0.15,8.45,±0.78,12.42,±1.89,302.94,±25.68,213.63,±12.26,659.7,±65.93,971.66 E,±172.19,3.89,±0.28,2.83,±0.12,8.56,±0.79,12.47,±1.99
DAIRY PRODUCTS - OVERALL,All,Male,19 +  Years,8470,93.9,306.36,±7.44,201.59,±7.57,708.88,±22.88,984.98,±35.13,3.8,±0.09,2.54,±0.10,8.93,±0.23,12.11,±0.42,326.3,±7.69,227.45,±10.05,729.55,±22.25,1007.44,±33.97,4.05,±0.10,2.81,±0.08,9.19,±0.27,12.29,±0.41
DAIRY PRODUCTS - OVERALL,All,Female,9 -13 Years,1980,97.4,421.52,±14.09,328.57,±14.10,882.88,±42.96,1097.12,±70.27,10.39,±0.36,8.12,±0.32,22.3,±1.05,28.83,±1.51,432.82,±14.23,337.31,±16.79,894.74,±42.88,1109.78,±71.24,10.67,±0.37,8.44,±0.36,22.33,±1.12,29.21,±1.55
DAIRY PRODUCTS - OVERALL,All,Female,14 -18 Years,2277,95.1,369,±12.95,271.88,±14.43,846.19,±33.67,1008.73,±42.85,6.42,±0.25,4.5,±0.32,14.55,±0.50,19.78,±0.91,388.16,±13.36,295.07,±14.66,852.43,±36.13,1043.87,±41.61,6.76,±0.26,4.97,±0.29,14.7,±0.62,19.85,±0.80
DAIRY PRODUCTS - OVERALL,All,Female,19 - 30 Years,2017,94.1,332.7,±13.37,242.6,±16.82,798.89,±45.77,1038.36,±59.85,5.21,±0.22,3.69,±0.25,12.41,±0.71,15.31,±1.06,353.65,±13.55,260.08,±11.49,802.97,±43.28,1038.36,±61.77,5.54,±0.22,4.06,±0.21,12.71,±0.70,16.04,±1.07
DAIRY PRODUCTS - OVERALL,All,Female,31 - 50 Years,2755,96,290.38,±8.96,234.05,±11.86,647.08,±38.96,867.61,±39.39,4.34,±0.13,3.31,±0.17,9.7,±0.42,12.67,±0.51,302.52,±9.16,244,±8.60,672.74,±36.40,873.62,±38.05,4.53,±0.13,3.48,±0.16,9.83,±0.45,12.73,±0.56
DAIRY PRODUCTS - OVERALL,All,Female,51 -70 Years,3201,95.1,255.42,±7.43,182.15,±8.10,570.41,±20.94,728.31,±40.19,3.78,±0.11,2.65,±0.18,8.41,±0.33,11.24,±0.43,268.71,±7.65,193.86,±9.20,579.11,±21.75,748.96,±43.91,3.97,±0.12,2.85,±0.13,8.71,±0.36,11.48,±0.46
DAIRY PRODUCTS - OVERALL,All,Female,71 + Years ,2610,96.1,262.26,±11.54,198.94,±10.17,593.5,±35.31,747.84,±67.80,4.12,±0.20,3,±0.15,8.99,±0.59,12.64,±1.21,272.91,±11.58,207.6,±9.70,604.84,±36.07,751.99,±73.82,4.29,±0.20,3.16,±0.16,9.41,±0.62,12.66,±1.26
DAIRY PRODUCTS - OVERALL,All,Female,19 +  Years,10583,95.3,286.42,±5.08,212.57,±6.70,645.28,±17.27,865.95,±26.46,4.35,±0.08,3.13,±0.08,9.84,±0.25,13.01,±0.33,300.4,±5.10,232.12,±7.32,663,±18.68,874,±27.11,4.56,±0.08,3.35,±0.09,10.05,±0.26,13.24,±0.37
FROZEN DAIRY PRODUCTS,9,Both,All ages,33343,13.9,15.33,±0.61,F,F,66,±3.96,115.5,±7.52,0.29,±0.01,F,F,0.93,±0.06,1.94,±0.07,110,±2.88,85.05,±4.02,200.84,±10.99,264,±14.85,2.05,±0.05,1.48,±0.04,4.19,±0.14,5.98,±0.25
FROZEN DAIRY PRODUCTS,9,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN DAIRY PRODUCTS,9,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
FROZEN DAIRY PRODUCTS,9,Both,1 Year,735,11.9,4.8 E,±0.97,F,F,F,F,44 E,±10.45,0.42 E,±0.08,F,F,F,F,3.67 E,±0.77,40.25,±5.82,35.04 E,±8.58,F,F,F,F,3.5,±0.49,3.32 E,±0.71,F,F,F,F
FROZEN DAIRY PRODUCTS,9,Both,2 - 3 Years,1453,21.1,16.54,±1.60,F,F,70.08,±3.02,100.19,±9.59,1.11,±0.11,F,F,4.49,±0.37,6.74,±0.53,78.45,±3.74,67.15,±1.78,132,±7.39,171.69,±21.79,5.24,±0.25,4.4,±0.22,9,±0.87,11.45,±0.99
FROZEN DAIRY PRODUCTS,9,Both,4 -8 Years,3238,22.7,19.96,±1.39,F,F,72.68,±3.95,132,±10.14,0.86,±0.06,F,F,3.43,±0.12,5.18,±0.28,87.86,±4.25,72,±2.30,163.79,±11.15,198,±16.69,3.77,±0.16,3.3,±0.10,6.82,±0.35,8.06,±1.02
FROZEN DAIRY PRODUCTS,9,Both,9 -13 Years,4060,21.9,26.3,±1.56,F,F,101.54,±7.83,148.5,±16.49,0.64,±0.04,F,F,2.49,±0.17,3.88,±0.28,120.25,±4.52,98.99,±3.58,230.99,±16.26,267,±14.78,2.93,±0.12,2.22,±0.13,6.03,±0.44,6.77,±0.35
FROZEN DAIRY PRODUCTS,9,Both,14 -18 Years,4565,15.5,24.14,±2.26,F,F,87.74,±10.09,150.67,±16.71,0.39,±0.03,F,F,1.33,±0.15,2.44,±0.18,155.58,±10.71,115.5,±6.98,344.52 E,±66.25,451.55,±65.80,2.49,±0.16,1.86,±0.09,4.83,±0.73,8.37,±1.20
FROZEN DAIRY PRODUCTS,9,Both,19 - 30 Years,3821,11.4,14.37,±1.38,F,F,F,F,130.5,±15.64,0.19,±0.02,F,F,F,F,1.48,±0.16,125.64,±6.75,109.2,±12.46,239.24,±19.80,264,±25.90,1.7,±0.09,1.36,±0.08,3.16,±0.19,3.91,±0.32
FROZEN DAIRY PRODUCTS,9,Both,31 - 50 Years,5351,12.5,14.08,±1.60,F,F,49.53 E,±14.98,109.2,±14.71,0.19,±0.02,F,F,0.72 E,±0.21,1.48,±0.14,112.7,±8.62,85.71,±8.51,203.08,±32.59,288.74,±45.98,1.49,±0.11,1.21,±0.07,2.66,±0.33,3.57,±0.46
FROZEN DAIRY PRODUCTS,9,Both,51 -70 Years,5751,11.7,12.13,±0.99,F,F,44 E,±7.97,99,±10.20,0.16,±0.01,F,F,0.5 E,±0.10,1.25,±0.10,103.95,±4.44,88,±8.22,198,±13.10,237.14,±12.43,1.33,±0.06,1.11,±0.08,2.54,±0.16,2.89,±0.13
FROZEN DAIRY PRODUCTS,9,Both,71 + Years ,4130,15.6,13.27,±1.08,F,F,66,±8.70,98.99,±11.54,0.19,±0.02,F,F,0.75,±0.09,1.41,±0.08,85.3,±4.98,66,±1.98,168.87,±19.37,198,±14.36,1.22,±0.07,1.03,±0.06,2.28,±0.21,2.94,±0.29
FROZEN DAIRY PRODUCTS,9,Both,0 -18 years,14290,19.2,21.31,±0.90,F,F,76.8,±4.65,132,±0.54,0.64,±0.03,F,F,2.53,±0.12,4.15,±0.13,111.2,±3.52,83.82,±4.28,203.08,±11.70,267,±21.04,3.33,±0.10,2.63,±0.07,6.69,±0.18,8.37,±0.36
FROZEN DAIRY PRODUCTS,9,Both,19 +  Years,19053,12.4,13.53,±0.74,F,F,44.96,±6.49,109.2,±8.32,0.18,±0.01,F,F,0.62,±0.08,1.4,±0.07,109.44,±3.86,85.71,±5.28,198,±14.51,260.7,±17.31,1.45,±0.05,1.2,±0.03,2.72,±0.11,3.48,±0.23
FROZEN DAIRY PRODUCTS,9,Male,9 -13 Years,2080,21.7,28.6,±2.49,F,F,115.5,±11.22,198,±28.70,0.68,±0.06,F,F,2.58,±0.27,4.27,±0.57,131.95,±7.16,109.2,±8.64,264,±18.10,290,±22.22,3.16,±0.20,2.32,±0.18,6.73,±0.44,7.74,±0.57
FROZEN DAIRY PRODUCTS,9,Male,14 -18 Years,2288,15.7,28.04,±3.63,F,F,98.99,±16.38,178.64,±20.23,0.43,±0.05,F,F,1.39,±0.18,2.73,±0.35,178.43,±16.56,132,±6.23,430.73 E,±76.48,477.74 E,±113.21,2.71,±0.24,1.89,±0.15,6.08 E,±1.28,8.52,±1.03
FROZEN DAIRY PRODUCTS,9,Male,19 - 30 Years,1804,10.9,16.25,±2.21,F,F,F,F,132,±14.00,0.2,±0.03,F,F,F,F,1.53,±0.22,149.57,±11.30,132,±10.18,239.24,±21.13,358.17 E,±83.19,1.8,±0.14,1.45,±0.13,3.03,±0.37,4.38 E,±1.17
FROZEN DAIRY PRODUCTS,9,Male,31 - 50 Years,2596,11.8,15.06 E,±2.70,F,F,F,F,128.12,±16.29,0.19 E,±0.03,F,F,F,F,1.38,±0.22,127.24,±16.94,99,±14.72,272.47 E,±49.40,396,±63.61,1.56,±0.22,1.14,±0.14,3.28 E,±0.55,4.46 E,±0.76
FROZEN DAIRY PRODUCTS,9,Male,51 -70 Years,2550,12.8,15.16,±1.80,F,F,66 E,±12.81,132,±10.11,0.18,±0.02,F,F,0.68 E,±0.13,1.5,±0.14,118.34,±6.40,110,±10.15,229.85,±21.47,239.24,±11.92,1.38,±0.08,1.2,±0.11,2.54,±0.24,2.89,±0.17
FROZEN DAIRY PRODUCTS,9,Male,71 + Years ,1520,17.2,15.87,±1.96,F,F,66,±7.39,115.5,±12.78,0.2,±0.02,F,F,0.8,±0.12,1.48,±0.15,92.03,±8.55,66,±10.93,173.25,±18.23,198,±32.64,1.16,±0.11,0.97,±0.10,2.12,±0.15,2.67 E,±0.51
FROZEN DAIRY PRODUCTS,9,Male,19 +  Years,8470,12.4,15.42,±1.28,F,F,49.54 E,±9.34,132,±8.02,0.19,±0.02,F,F,0.62,±0.10,1.48,±0.10,124.68,±7.27,106.15,±7.85,239.24,±17.37,288.74,±35.74,1.51,±0.09,1.2,±0.07,2.81,±0.23,3.57,±0.45
FROZEN DAIRY PRODUCTS,9,Female,9 -13 Years,1980,22.1,23.86,±1.98,F,F,98.99,±8.71,143,±8.58,0.59,±0.05,F,F,2.39,±0.24,3.47,±0.28,108.15,±5.43,88.48,±8.09,198,±10.16,217.25,±13.00,2.69,±0.15,2.09,±0.19,4.91,±0.41,6.18,±0.31
FROZEN DAIRY PRODUCTS,9,Female,14 -18 Years,2277,15.3,20.05,±2.49,F,F,74.29,±11.82,132,±8.17,0.34,±0.04,F,F,1.3,±0.21,2.28,±0.18,130.97,±11.14,98.99,±5.99,239.24 E,±57.22,396 E,±78.38,2.25,±0.17,1.86,±0.14,4.4,±0.39,5.38 E,±1.22
FROZEN DAIRY PRODUCTS,9,Female,19 - 30 Years,2017,12,12.43,±1.47,F,F,F,F,108 E,±20.38,0.19,±0.02,F,F,F,F,1.4 E,±0.24,103.43,±6.23,79.21,±10.54,198,±16.18,239.24,±26.54,1.6,±0.11,1.24,±0.09,3.16,±0.27,3.88,±0.28
FROZEN DAIRY PRODUCTS,9,Female,31 - 50 Years,2755,13.2,13.1,±1.72,F,F,65.58 E,±19.72,99 E,±17.88,0.19,±0.02,F,F,0.79 E,±0.22,1.5,±0.16,99.6,±5.82,74.29,±8.56,198,±27.71,235.1,±28.26,1.42,±0.08,1.22,±0.09,2.42,±0.17,2.97,±0.37
FROZEN DAIRY PRODUCTS,9,Female,51 -70 Years,3201,10.6,9.22,±0.85,F,F,F,F,66,±3.38,0.13,±0.01,F,F,F,F,0.99,±0.10,87.19,±4.79,66,±1.19,173.25,±20.88,198,±17.75,1.27,±0.07,0.97,±0.04,2.6,±0.24,3.13,±0.26
FROZEN DAIRY PRODUCTS,9,Female,71 + Years ,2610,14.3,11.35,±1.10,F,F,44.24 E,±11.65,74.25,±7.91,0.18,±0.02,F,F,0.67 E,±0.13,1.35,±0.09,79.33,±5.01,66,±1.05,132 E,±22.98,198,±18.11,1.27,±0.08,1.08,±0.08,2.69,±0.26,2.96,±0.34
FROZEN DAIRY PRODUCTS,9,Female,19 +  Years,10583,12.4,11.71,±0.79,F,F,44 E,±8.98,88,±9.06,0.17,±0.01,F,F,0.62 E,±0.12,1.35,±0.08,94.73,±2.94,72,±1.90,192,±12.77,229.85,±19.84,1.4,±0.04,1.19,±0.04,2.61,±0.12,3.18,±0.20
ICE CREAM ,9A,Both,All ages,33343,12,13.23,±0.57,F,F,44,±4.51,101.54,±7.00,0.24,±0.01,F,F,0.67,±0.07,1.76,±0.06,110.22,±2.77,88,±4.45,203.08,±12.43,264,±14.70,2.03,±0.04,1.5,±0.04,4.19,±0.14,5.76,±0.22
ICE CREAM ,9A,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE CREAM ,9A,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
ICE CREAM ,9A,Both,1 Year,735,10.2,3.65 E,±0.84,F,F,F,F,F,F,0.32 E,±0.07,F,F,F,F,F,F,35.95 E,±6.39,F,F,F,F,F,F,3.15 E,±0.54,F,F,F,F,F,F
ICE CREAM ,9A,Both,2 - 3 Years,1453,17.7,12.66,±1.30,F,F,66,±10.13,74.25,±8.37,0.85,±0.09,F,F,3.7,±0.40,5.8,±0.57,71.64,±3.67,66,±2.11,132,±8.98,132,±12.69,4.81,±0.25,4.31,±0.29,7.99,±0.61,10.39,±0.91
ICE CREAM ,9A,Both,4 -8 Years,3238,20,17.8,±1.37,F,F,72,±2.46,115.5,±10.71,0.76,±0.06,F,F,3.37,±0.13,4.84,±0.35,88.83,±4.66,72,±2.05,167.54,±12.73,198,±21.26,3.82,±0.18,3.37,±0.08,6.82,±0.35,8.02,±1.07
ICE CREAM ,9A,Both,9 -13 Years,4060,18.2,22.3,±1.39,F,F,98.99,±6.01,139.44,±7.18,0.55,±0.04,F,F,2.18,±0.18,3.59,±0.23,122.29,±4.48,99,±5.21,215.37,±15.08,264,±12.11,3.01,±0.13,2.43,±0.14,5.85,±0.47,6.77,±0.48
ICE CREAM ,9A,Both,14 -18 Years,4565,13.4,21.52,±2.21,F,F,66,±10.14,132,±16.12,0.34,±0.03,F,F,1.13,±0.14,2.28,±0.18,160.07,±12.12,115.5,±8.68,374.91 E,±77.67,477.74,±75.50,2.55,±0.18,1.86,±0.08,5.04 E,±0.97,8.38,±1.17
ICE CREAM ,9A,Both,19 - 30 Years,3821,9.5,12.2,±1.31,F,F,F,F,109.2 E,±20.51,0.17,±0.02,F,F,F,F,1.37,±0.15,128.91,±7.85,115.5,±13.87,239.24,±19.70,264 E,±46.89,1.74,±0.10,1.4,±0.10,3.16,±0.22,3.96,±0.58
ICE CREAM ,9A,Both,31 - 50 Years,5351,10.8,12.05,±1.39,F,F,F,F,99,±14.57,0.16,±0.02,F,F,F,F,1.27,±0.14,111.55,±7.64,90.42,±10.47,229.85,±28.68,288.74,±41.74,1.47,±0.09,1.21,±0.08,2.69,±0.33,3.57,±0.46
ICE CREAM ,9A,Both,51 -70 Years,5751,10.1,10.72,±0.99,F,F,F,F,89,±11.19,0.14,±0.01,F,F,F,F,1.15,±0.11,106.02,±4.97,89,±7.12,198,±14.54,239.24,±10.69,1.36,±0.06,1.13,±0.08,2.6,±0.17,2.89,±0.15
ICE CREAM ,9A,Both,71 + Years ,4130,14.2,11.65,±1.00,F,F,46.23 E,±9.61,79.44,±10.74,0.17,±0.01,F,F,0.66,±0.09,1.29,±0.10,82.26,±5.14,66,±1.20,132,±20.47,198,±20.15,1.17,±0.07,0.99,±0.06,2.13,±0.16,2.87,±0.26
ICE CREAM ,9A,Both,0 -18 years,14290,16.4,18.4,±0.84,F,F,67.82,±2.62,132,±5.37,0.54,±0.02,F,F,2.15,±0.10,3.76,±0.15,112.04,±3.79,85.05,±4.73,203.08,±11.33,264,±27.80,3.3,±0.09,2.67,±0.07,6.52,±0.19,8.21,±0.33
ICE CREAM ,9A,Both,19 +  Years,19053,10.7,11.68,±0.69,F,F,F,F,98.77,±8.48,0.16,±0.01,F,F,F,F,1.25,±0.07,109.38,±3.72,88,±5.84,203.08,±14.90,262.25,±17.17,1.45,±0.04,1.2,±0.04,2.72,±0.13,3.48,±0.24
ICE CREAM ,9A,Male,9 -13 Years,2080,18.3,24.05,±2.12,F,F,99,±9.13,148.5,±22.07,0.59,±0.06,F,F,2.21,±0.23,4,±0.42,131.17,±7.11,115.5,±9.35,264,±20.50,288.74,±29.65,3.19,±0.21,2.49,±0.20,6.77,±0.54,8.11,±0.69
ICE CREAM ,9A,Male,14 -18 Years,2288,14,25.3,±3.56,F,F,78.87 E,±17.92,173.25,±21.26,0.38,±0.05,F,F,1.23,±0.20,2.5,±0.33,180.17,±18.09,132,±6.46,437.23 E,±88.65,477.74 E,±109.45,2.74,±0.26,1.89,±0.14,6.08 E,±1.39,8.61,±1.22
ICE CREAM ,9A,Male,19 - 30 Years,1804,9.7,14.83,±2.17,F,F,F,F,132,±20.18,0.18,±0.03,F,F,F,F,1.45,±0.21,153.57,±12.48,132,±8.54,239.24,±37.82,F,F,1.85,±0.15,1.48,±0.14,3.34,±0.54,F,F
ICE CREAM ,9A,Male,31 - 50 Years,2596,10.1,12.29 E,±2.19,F,F,F,F,106.15 E,±19.04,0.15 E,±0.03,F,F,F,F,1.17 E,±0.20,121.86,±13.71,105.58,±14.41,260.7 E,±46.52,346.49 E,±60.69,1.47,±0.16,1.17,±0.13,3.28 E,±0.55,4.24,±0.65
ICE CREAM ,9A,Male,51 -70 Years,2550,11.2,13.48,±1.78,F,F,F,F,132,±14.66,0.16,±0.02,F,F,0.56 E,±0.16,1.44,±0.18,120.62,±6.91,115.5,±10.94,229.85,±13.67,239.24,±14.41,1.41,±0.09,1.24,±0.12,2.54,±0.24,2.89,±0.20
ICE CREAM ,9A,Male,71 + Years ,1520,16.2,14.84,±1.92,F,F,66,±9.00,115.5,±13.94,0.19,±0.02,F,F,0.75,±0.12,1.46,±0.17,91.35,±9.03,66 E,±11.48,173.25,±22.09,198 E,±39.27,1.15,±0.11,0.95,±0.11,2.12,±0.17,2.44 E,±0.64
ICE CREAM ,9A,Male,19 +  Years,8470,10.8,13.4,±1.14,F,F,F,F,115.5,±10.77,0.16,±0.01,F,F,F,F,1.33,±0.11,123.66,±6.33,109.2,±7.38,239.24,±17.82,288.74,±36.01,1.49,±0.08,1.24,±0.07,2.81,±0.25,3.57,±0.44
ICE CREAM ,9A,Female,9 -13 Years,1980,18.1,20.46,±1.88,F,F,89.92,±9.58,132,±7.19,0.51,±0.05,F,F,2.13,±0.26,3.25,±0.23,112.84,±5.54,98.99,±5.26,198,±12.13,215,±12.12,2.82,±0.17,2.43,±0.19,4.96,±0.40,6.22,±0.39
