Société ,ID projet,ID Concours,Intitulé du projet,Année d'autorisation,Pays de réalisation,Région,EE/OMR,Produit Financier,Type d'intervention : ONG/PrPP/projets,Engagement brut (€),Montant Adaptation (€),Secteur Adaptation,Montant Atténuation (€),Secteur Atténuation
AFD,CZZ2343,CZZ234301,"Renforcement de la résilience des pays de la COI par le développement de services météorologiques, hydrologiques et climatiques plus performants (Hydromet)",2020.0,MULTI-PAYS,OCN,EE,Subventions (dont ONG),Projet,5000000.0,5000000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CZZ2534,CZZ253401,Appui au développement des filières agricoles pro-biodiversité,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,2500000.0,2500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2542,CZZ254201,Contribution de l'AFD à l'accord cadre France UICN,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,4000000.0,4000000.0,"Résilience des villes, des batiments et des infrastructures",0.0,
AFD,CZZ2640,CZZ264003,"Partenariat CIRAD ""One Health : Santé et Territoires""",2020.0,MULTI-PAYS,MPE,EE,Crédits et subventions délégués,Projet,3738318.0,2990654.4,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",747663.6,Agriculture durable et préservation des ressources naturelles
AFD,CZZ2685,CZZ268501,Projet de promotion des ODD dans l'espace médiatique en langues sahéliennes,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,11500000.0,862500.0,"Résilience des villes, des batiments et des infrastructures",862500.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CZZ2915,CZZ291501,Contribution Régionale en appui à la Biodiversité (CRAB),2020.0,MULTI-PAYS,OCN,EE,Subventions (dont ONG),Projet,2000000.0,2000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2962,CZZ296201,Contribution du Fonds Vert pour le Climat à la Facilité IDFC,2020.0,MULTI-PAYS,MPE,EE,Crédits et subventions délégués,Projet,540643.2008,270321.6004,"Autre (santé, éducation, renforcement de capacités)",270321.6004,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CFR1306,CFR130601,Renforcement de l'action des OSC pour des transitions Agroécologiques Réussies,2020.0,FRANCE,MPE,EE,Subventions (dont ONG),ONG,200000.0,100000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",100000.0,Agriculture durable et préservation des ressources naturelles
AFD,CFR1313,CFR131301,"Appui à la poursuite, au renforcement et à l'innovation des missions de Coordination SUD",2020.0,FRANCE,MPE,EE,Subventions (dont ONG),ONG,3900000.0,1950000.0,"Autre (santé, éducation, renforcement de capacités)",1950000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CNE1252,CNE125201,Nariindu 3 : promouvoir le lait local au Sahel,2020.0,NIGER,AFR,EE,Subventions (dont ONG),ONG,285000.0,,,285000.0,Agriculture durable et préservation des ressources naturelles
AFD,CNP1003,CNP100301,Projet Intégré de Reconstruction Globale - Phase 3,2020.0,NEPAL,ORE,EE,Subventions (dont ONG),ONG,500000.0,500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",,
AFD,CSN1638,CSN163801,Gestion durable des ressources forestières de Bignona,2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),ONG,350000.0,175000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",175000.0,Agriculture durable et préservation des ressources naturelles
AFD,CSN1694,CSN169401,Programme d'Accès aux Energies Renouvelables - Phase 2,2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),ONG,400000.0,,,400000.0,Programmes d'efficacité énergétique
AFD,CZZ2697,CZZ269701,Projet de renforcement de la gestion des zones humides dans les Balkans pour la conservation du Pélican frisé,2020.0,MULTI-PAYS,ORE,EE,Subventions (dont ONG),ONG,350000.0,175000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",175000.0,Agriculture durable et préservation des ressources naturelles
AFD,CZZ2861,CZZ286101,Modèles de maintenance et accompagnement à la gouvernance de l'Eau et de l'Assainissement,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),ONG,2500000.0,2500000.0,Gestion de la ressource en eau,,
AFD,CZZ2966,CZZ296601,Entrepreneurs du Monde (EdM),2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),ONG,900000.0,,,900000.0,Programmes d'efficacité énergétique
PROPARCO,PCD1023,PCD102301,DEVELOPPEMENT RESEAU SOLAIRE ET REFINANCEMENT,2020.0,RDCONGO,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,1000000.0,0.0,,1000000.0,Promotion des énergies renouvelables
PROPARCO,PPY1009,PPY100901,FINANCEMENT PROJETS VERTS ET PME,2020.0,PARAGUAY,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,25782055.6892,0.0,,18047438.9825,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
PROPARCO,PZZ1503,PZZ150301,Africa Renewable Energy Fund II,2020.0,MULTI-PAYS,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,15000000.0,0.0,,15000000.0,Promotion des énergies renouvelables
PROPARCO,CZZ2680,CZZ268003,Climate Finance Partnership,2020.0,MULTI-PAYS,MPE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,25523226.1358,0.0,,25523226.1358,Promotion des énergies renouvelables
AFD,CAL1012,CAL101202,Projet d'amélioration du service d'eau potable de la région de Durrës,2020.0,ALBANIE,ORE,EE,Subventions (dont ONG),Projet,1000000.0,780000.0,Gestion de la ressource en eau,20000.0,Agriculture durable et préservation des ressources naturelles
AFD,CBD1036,CBD103601,Modernisation des programmes sociaux et appui à la réponse à la crise COVID19,2020.0,BANGLADESH,ORE,EE,Prêts aux Etats (bonifiés),Projet,150000000.0,34500000.0,"Résilience des villes, des batiments et des infrastructures",0.0,
