CommoditiesGroup,Declaration,DeclarationYear,DeclarationQuarter,DeclarationMonth,DeclarationDay,CountryOfOrigin,ArrivalAtEntryPoint,Commodities,CommonNames,DocumentaryCheck,DocumentaryCheckResults,IdentityCheck,IdentityCheckResults,PhysicalCheck,PhysicalCheckResults,CommodityLaboratoryTest,CommodityLaboratoryTestResults,NetWeightKg,GrossWeightKg,NotAcceptable,NotAcceptableMeasureSelection,ReasonForRefusal,Decision,Year,Quarter,Month,Day
"Coffee, tea, mate and spices",2020-12-19,2020,Q4,12,19,India,2020-12-15,904220019,Other,No,-,No,-,No,-,No,-,53,99,No,-,-,,2020,Q4,12,19
"Coffee, tea, mate and spices",2020-12-19,2020,Q4,12,19,India,2020-12-19,904219080,Other,Yes,Satisfactory,Yes,Satisfactory,No,-,No,-,76,155,No,-,-,2020-12-19,2020,Q4,12,19
"Coffee, tea, mate and spices",2020-12-21,2020,Q4,12,21,China,2020-12-16,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Yes,Satisfactory,No,-,No,-,No,-,2062,2618,No,-,-,2020-12-21,2020,Q4,12,21
"Coffee, tea, mate and spices",2020-12-22,2020,Q4,12,22,India,2020-12-21,904220090,Other,No,-,No,-,No,-,No,-,44,54,No,-,-,,2020,Q4,12,22
"Coffee, tea, mate and spices",2020-12-22,2020,Q4,12,22,India,2020-12-21,904220090,Other,No,-,No,-,No,-,No,-,133,176,No,-,-,,2020,Q4,12,22
"Coffee, tea, mate and spices",2020-12-22,2020,Q4,12,22,India,2020-12-21,904220090,Other,No,-,No,-,No,-,No,-,220,238,No,-,-,,2020,Q4,12,22
"Coffee, tea, mate and spices",2020-12-22,2020,Q4,12,22,India,2020-12-15,904219020,Peppers (sweet or other than sweet) (Capsicum spp.),Yes,Satisfactory,No,-,No,-,No,-,1680,1697,No,-,-,2020-12-22,2020,Q4,12,22
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,India,2020-12-23,904220019,Other,No,-,No,-,No,-,No,-,1000,1014,No,-,-,,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,India,2020-12-23,904220019,Other,No,-,No,-,No,-,No,-,500,504,No,-,-,,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,India,2020-12-23,904220019,Other,No,-,No,-,No,-,No,-,900,913,No,-,-,,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,India,2020-12-23,904220019,Other,No,-,No,-,No,-,No,-,1000,1008,No,-,-,,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,India,2020-12-23,904220019,Other,No,-,No,-,No,-,No,-,500,507,No,-,-,,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-23,2020,Q4,12,23,China,2020-12-04,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Yes,Satisfactory,No,-,No,-,No,-,1000,1050,No,-,-,2020-12-23,2020,Q4,12,23
"Coffee, tea, mate and spices",2020-12-24,2020,Q4,12,24,India,2020-12-15,904220019,Other,Yes,Satisfactory,No,-,No,-,No,-,12500,12920,No,-,-,2020-12-24,2020,Q4,12,24
"Coffee, tea, mate and spices",2020-12-24,2020,Q4,12,24,China,2020-12-16,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Yes,Satisfactory,No,-,No,-,No,-,48,64,No,-,-,2020-12-24,2020,Q4,12,24
"Coffee, tea, mate and spices",2020-12-03,2020,Q4,12,3,/,2020-12-09,9042110,Sweet peppers,No,-,No,-,No,-,No,-,0,0,No,-,-,,2020,Q4,12,3
"Coffee, tea, mate and spices",2020-12-03,2020,Q4,12,3,/,2020-12-09,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),No,-,No,-,No,-,No,-,0,0,No,-,-,,2020,Q4,12,3
"Coffee, tea, mate and spices",2020-12-14,2020,Q4,12,14,United Kingdom,2020-12-16,9012100,Not decaffeinated,No,-,No,-,No,-,No,-,1,0,No,-,-,,2020,Q4,12,14
"Coffee, tea, mate and spices",2020-12-14,2020,Q4,12,14,United Kingdom,2020-12-16,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",No,-,No,-,No,-,No,-,0,0,No,-,-,,2020,Q4,12,14
"Coffee, tea, mate and spices",2020-12-14,2020,Q4,12,14,United Kingdom,2020-12-16,9093200,Crushed or ground,No,-,No,-,No,-,No,-,0,0,No,-,-,,2020,Q4,12,14
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-03,810907530,Pomegranates,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,2720,18140,No,-,-,2020-12-14,2020,Q4,12,14
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-11-27,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-29,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,2556,2700,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-11-29,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-11-29,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-12-11,2020,Q4,12,11
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-11-30,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1070,1123,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-10-30,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-10,2020,Q4,12,10,Turkey,2020-11-30,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,135,201,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,17800,18690,No,-,-,2020-12-04,2020,Q4,12,4
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-05,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-05,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-04,2020,Q4,12,4
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-05,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-05,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-05,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3239,4001,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-05,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,4500,5163,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3326,4110,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-30,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1512,1700,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,8025200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,2130,2233,No,-,-,2020-12-23,2020,Q4,12,23
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-30,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1284,1360,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21890,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-04,2020,Q4,12,4
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-04,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21890,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-05,2020,Q4,12,5
Edible fruits and nuts,2020-12-11,2020,Q4,12,11,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,9000,9360,No,-,-,2020-12-14,2020,Q4,12,14
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-11-28,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,8100,8910,No,-,-,2020-12-02,2020,Q4,12,2
Edible fruits and nuts,2020-12-07,2020,Q4,12,7,Turkey,2020-12-03,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,8136,9492,No,-,-,2020-12-14,2020,Q4,12,14
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-01,8051080,Other than 0805 10 20,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,1440,2052,No,-,-,2020-12-08,2020,Q4,12,8
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Viet Nam,2020-11-27,810902010,Pitahaya (dragon fruit),Yes,Satisfactory,No,-,No,-,No,-,1000,1125,No,-,-,2020-12-01,2020,Q4,12,1
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21840,23400,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-03,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,238,295,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-01,2020,Q4,12,1,Turkey,2020-12-03,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,54,67,No,-,-,2020-12-05,2020,Q4,12,5
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,No,-,No,-,No,-,No,-,20375,21190,No,-,-,,2020,Q4,12,2
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-29,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-29,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20188,21375,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20188,21375,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20188,21375,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,United States,2020-12-02,813409580,Other,No,-,No,-,No,-,No,-,45,57,No,-,-,,2020,Q4,12,2
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20188,21375,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20188,21375,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-15,2020,Q4,12,15,Turkey,2020-12-05,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,13092,13721,No,-,-,2020-12-15,2020,Q4,12,15
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17100,17955,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,17100,17955,No,-,-,2020-12-23,2020,Q4,12,23
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17100,17955,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-11-16,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17150,18375,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,19560,20375,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20160,21000,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-08,2020,Q4,12,8
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-09,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-08,2020,Q4,12,8
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-09,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-08,2020,Q4,12,8
Edible fruits and nuts,2020-12-15,2020,Q4,12,15,Turkey,2020-12-05,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,14000,15470,No,-,-,2020-12-15,2020,Q4,12,15
Edible fruits and nuts,2020-12-15,2020,Q4,12,15,Turkey,2020-12-05,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,118,141,No,-,-,2020-12-15,2020,Q4,12,15
Edible fruits and nuts,2020-12-15,2020,Q4,12,15,Turkey,2020-12-05,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3528,4234,No,-,-,2020-12-15,2020,Q4,12,15
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,United States,2020-11-22,8025200,Shelled,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Pending,19958,20424,No,-,-,,2020,Q4,12,2
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,6900,7917,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-05,8042090,Dried,No,-,No,-,No,-,No,-,24000,25100,No,-,-,,2020,Q4,12,4
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-06,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-11-29,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,9230,13400,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21890,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3266,4035,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-02,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-08,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,23375,24750,No,-,-,2020-12-05,2020,Q4,12,5
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,16813,17805,No,-,-,2020-12-05,2020,Q4,12,5
Edible fruits and nuts,2020-12-02,2020,Q4,12,2,Turkey,2020-12-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,22187,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-09,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,22999,24740,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-09,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,16740,18415,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Egypt,2020-12-03,8101000,Strawberries,No,-,No,-,No,-,No,-,825,1600,No,-,-,,2020,Q4,12,3
Edible fruits and nuts,2020-12-07,2020,Q4,12,7,Turkey,2020-12-03,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,4320,5184,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-09,2020,Q4,12,9,Turkey,2020-12-09,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,24000,25680,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-09,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,24000,25680,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-07,2020,Q4,12,7,Turkey,2020-12-03,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,3060,3443,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-07,2020,Q4,12,7,Turkey,2020-12-03,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,1452,1742,No,-,-,2020-12-16,2020,Q4,12,16
Edible fruits and nuts,2020-12-07,2020,Q4,12,7,Turkey,2020-12-03,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1320,1452,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-06,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21616,No,-,-,2020-12-14,2020,Q4,12,14
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-09,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,15000,15600,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-09,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,12000,12480,No,-,-,2020-12-07,2020,Q4,12,7
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-10,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,6000,6240,No,-,-,2020-12-24,2020,Q4,12,24
Edible fruits and nuts,2020-12-14,2020,Q4,12,14,Turkey,2020-12-10,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,9000,9450,No,-,-,2020-12-20,2020,Q4,12,20
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-10,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,7000,7525,No,-,-,2020-12-15,2020,Q4,12,15
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-10,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-10,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,Turkey,2020-12-10,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-12-09,2020,Q4,12,9
Edible fruits and nuts,2020-12-03,2020,Q4,12,3,China,2020-11-23,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,No,-,No,-,No,-,5010,5511,No,-,-,2020-12-03,2020,Q4,12,3
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-06,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21616,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-09,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-12-10,2020,Q4,12,10
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-06,8042090,Dried,No,-,No,-,No,-,No,-,21000,21616,No,-,-,,2020,Q4,12,4
Edible fruits and nuts,2020-12-04,2020,Q4,12,4,Turkey,2020-12-08,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-12-11,2020,Q4,12,11
