Week_end,Indicator,High_industry,Value
2020-07-12,Weekly earnings - median - 20 days,A Primary,955.77
2020-07-12,Weekly earnings - median - 20 days,B Goods Producing,1115.38
2020-07-12,Weekly earnings - median - 20 days,C Services,980.77
2020-07-12,Weekly earnings - median - 20 days,Z No Match,640.13
2020-07-12,Weekly earnings - upper quartile - 20 days,Total,1427.0
2020-07-12,Weekly earnings - upper quartile - 20 days,A Primary,1253.85
2020-07-12,Weekly earnings - upper quartile - 20 days,B Goods Producing,1458.0
2020-07-12,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-07-12,Weekly earnings - upper quartile - 20 days,Z No Match,928.22
2020-07-12,Weekly earnings - lower quartile - 20 days,Total,642.6
2020-07-12,Weekly earnings - lower quartile - 20 days,A Primary,643.66
2020-07-12,Weekly earnings - lower quartile - 20 days,B Goods Producing,851.08
2020-07-12,Weekly earnings - lower quartile - 20 days,C Services,597.91
2020-07-12,Weekly earnings - lower quartile - 20 days,Z No Match,399.16
2020-07-19,Number of paid jobs - 20 days,Total,1926450.0
2020-07-19,Number of paid jobs - 20 days,A Primary,78420.0
2020-07-19,Number of paid jobs - 20 days,B Goods Producing,350200.0
2020-07-19,Number of paid jobs - 20 days,C Services,1451300.0
2020-07-19,Number of paid jobs - 20 days,Z No Match,46540.0
2020-07-19,Weekly earnings - median - 20 days,Total,1000.0
2020-07-19,Weekly earnings - median - 20 days,A Primary,942.31
2020-07-19,Weekly earnings - median - 20 days,B Goods Producing,1118.75
2020-07-19,Weekly earnings - median - 20 days,C Services,985.24
2020-07-19,Weekly earnings - median - 20 days,Z No Match,637.42
2020-07-19,Weekly earnings - upper quartile - 20 days,Total,1437.65
2020-07-19,Weekly earnings - upper quartile - 20 days,A Primary,1250.0
2020-07-19,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.75
2020-07-19,Weekly earnings - upper quartile - 20 days,C Services,1450.76
2020-07-19,Weekly earnings - upper quartile - 20 days,Z No Match,924.88
2020-07-19,Weekly earnings - lower quartile - 20 days,Total,639.63
2020-07-19,Weekly earnings - lower quartile - 20 days,A Primary,604.74
2020-07-19,Weekly earnings - lower quartile - 20 days,B Goods Producing,854.78
2020-07-19,Weekly earnings - lower quartile - 20 days,C Services,595.0
2020-07-19,Weekly earnings - lower quartile - 20 days,Z No Match,394.11
2020-07-26,Number of paid jobs - 20 days,Total,1930900.0
2020-07-26,Number of paid jobs - 20 days,A Primary,78930.0
2020-07-26,Number of paid jobs - 20 days,B Goods Producing,350620.0
2020-07-26,Number of paid jobs - 20 days,C Services,1454200.0
2020-07-26,Number of paid jobs - 20 days,Z No Match,47140.0
2020-07-26,Weekly earnings - median - 20 days,Total,1000.0
2020-07-26,Weekly earnings - median - 20 days,A Primary,961.54
2020-07-26,Weekly earnings - median - 20 days,B Goods Producing,1120.0
2020-07-26,Weekly earnings - median - 20 days,C Services,979.21
2020-07-26,Weekly earnings - median - 20 days,Z No Match,587.7
2020-07-26,Weekly earnings - upper quartile - 20 days,Total,1428.0
2020-07-26,Weekly earnings - upper quartile - 20 days,A Primary,1258.56
2020-07-26,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.54
2020-07-26,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-07-26,Weekly earnings - upper quartile - 20 days,Z No Match,837.72
2020-07-26,Weekly earnings - lower quartile - 20 days,Total,632.5
2020-07-26,Weekly earnings - lower quartile - 20 days,A Primary,655.29
2020-07-26,Weekly earnings - lower quartile - 20 days,B Goods Producing,859.5
2020-07-26,Weekly earnings - lower quartile - 20 days,C Services,587.55
2020-07-26,Weekly earnings - lower quartile - 20 days,Z No Match,280.84
2020-08-02,Number of paid jobs - 20 days,Total,1940960.0
2020-08-02,Number of paid jobs - 20 days,A Primary,79780.0
2020-08-02,Number of paid jobs - 20 days,B Goods Producing,350460.0
2020-08-02,Number of paid jobs - 20 days,C Services,1462320.0
2020-08-02,Number of paid jobs - 20 days,Z No Match,48400.0
2020-08-02,Weekly earnings - median - 20 days,Total,1000.0
2020-08-02,Weekly earnings - median - 20 days,A Primary,974.4
2020-08-02,Weekly earnings - median - 20 days,B Goods Producing,1125.0
2020-08-02,Weekly earnings - median - 20 days,C Services,980.5
2020-08-02,Weekly earnings - median - 20 days,Z No Match,638.94
2020-08-02,Weekly earnings - upper quartile - 20 days,Total,1432.98
2020-08-02,Weekly earnings - upper quartile - 20 days,A Primary,1273.07
2020-08-02,Weekly earnings - upper quartile - 20 days,B Goods Producing,1464.12
2020-08-02,Weekly earnings - upper quartile - 20 days,C Services,1442.36
2020-08-02,Weekly earnings - upper quartile - 20 days,Z No Match,928.89
2020-08-02,Weekly earnings - lower quartile - 20 days,Total,638.26
2020-08-02,Weekly earnings - lower quartile - 20 days,A Primary,666.51
2020-08-02,Weekly earnings - lower quartile - 20 days,B Goods Producing,864.0
2020-08-02,Weekly earnings - lower quartile - 20 days,C Services,588.6
2020-08-02,Weekly earnings - lower quartile - 20 days,Z No Match,386.0
2020-08-09,Number of paid jobs - 20 days,Total,1940940.0
2020-08-09,Number of paid jobs - 20 days,A Primary,80130.0
2020-08-09,Number of paid jobs - 20 days,B Goods Producing,351170.0
2020-08-09,Number of paid jobs - 20 days,C Services,1461980.0
2020-08-09,Number of paid jobs - 20 days,Z No Match,47660.0
2020-08-09,Weekly earnings - median - 20 days,Total,1002.31
2020-08-09,Weekly earnings - median - 20 days,A Primary,973.35
2020-08-09,Weekly earnings - median - 20 days,B Goods Producing,1127.68
2020-08-09,Weekly earnings - median - 20 days,C Services,982.5
2020-08-09,Weekly earnings - median - 20 days,Z No Match,635.25
2020-08-09,Weekly earnings - upper quartile - 20 days,Total,1434.5
2020-08-09,Weekly earnings - upper quartile - 20 days,A Primary,1280.0
2020-08-09,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470.12
2020-08-09,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-08-09,Weekly earnings - upper quartile - 20 days,Z No Match,925.24
2020-08-09,Weekly earnings - lower quartile - 20 days,Total,642.6
2020-08-09,Weekly earnings - lower quartile - 20 days,A Primary,661.08
2020-08-09,Weekly earnings - lower quartile - 20 days,B Goods Producing,866.0
2020-08-09,Weekly earnings - lower quartile - 20 days,C Services,594.0
2020-08-09,Weekly earnings - lower quartile - 20 days,Z No Match,388.8
2020-08-16,Number of paid jobs - 20 days,Total,1937480.0
2020-08-16,Number of paid jobs - 20 days,A Primary,80030.0
2020-08-16,Number of paid jobs - 20 days,B Goods Producing,350070.0
2020-08-16,Number of paid jobs - 20 days,C Services,1459180.0
2020-08-16,Number of paid jobs - 20 days,Z No Match,48200.0
2020-08-16,Weekly earnings - median - 20 days,Total,1003.26
2020-08-16,Weekly earnings - median - 20 days,A Primary,980.38
2020-08-16,Weekly earnings - median - 20 days,B Goods Producing,1122.12
2020-08-16,Weekly earnings - median - 20 days,C Services,985.45
2020-08-16,Weekly earnings - median - 20 days,Z No Match,636.74
2020-08-16,Weekly earnings - upper quartile - 20 days,Total,1438.0
2020-08-16,Weekly earnings - upper quartile - 20 days,A Primary,1287.0
2020-08-16,Weekly earnings - upper quartile - 20 days,B Goods Producing,1462.5
2020-08-16,Weekly earnings - upper quartile - 20 days,C Services,1449.5
2020-08-16,Weekly earnings - upper quartile - 20 days,Z No Match,923.86
2020-08-16,Weekly earnings - lower quartile - 20 days,Total,638.53
2020-08-16,Weekly earnings - lower quartile - 20 days,A Primary,659.66
2020-08-16,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.25
2020-08-16,Weekly earnings - lower quartile - 20 days,C Services,591.25
2020-08-16,Weekly earnings - lower quartile - 20 days,Z No Match,389.99
2020-08-23,Number of paid jobs - 20 days,Total,1930370.0
2020-08-23,Number of paid jobs - 20 days,A Primary,79810.0
2020-08-23,Number of paid jobs - 20 days,B Goods Producing,348910.0
2020-08-23,Number of paid jobs - 20 days,C Services,1452840.0
2020-08-23,Number of paid jobs - 20 days,Z No Match,48810.0
2020-08-23,Weekly earnings - median - 20 days,Total,1000.0
2020-08-23,Weekly earnings - median - 20 days,A Primary,969.29
2020-08-23,Weekly earnings - median - 20 days,B Goods Producing,1121.0
2020-08-23,Weekly earnings - median - 20 days,C Services,980.97
2020-08-23,Weekly earnings - median - 20 days,Z No Match,638.65
2020-08-23,Weekly earnings - upper quartile - 20 days,Total,1434.41
2020-08-23,Weekly earnings - upper quartile - 20 days,A Primary,1276.86
2020-08-23,Weekly earnings - upper quartile - 20 days,B Goods Producing,1460.81
2020-08-23,Weekly earnings - upper quartile - 20 days,C Services,1445.0
2020-08-23,Weekly earnings - upper quartile - 20 days,Z No Match,924.07
2020-08-23,Weekly earnings - lower quartile - 20 days,Total,634.7
2020-08-23,Weekly earnings - lower quartile - 20 days,A Primary,648.05
2020-08-23,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.85
2020-08-23,Weekly earnings - lower quartile - 20 days,C Services,587.32
2020-08-23,Weekly earnings - lower quartile - 20 days,Z No Match,394.31
2020-08-30,Number of paid jobs - 20 days,Total,1932920.0
2020-08-30,Number of paid jobs - 20 days,A Primary,79770.0
2020-08-30,Number of paid jobs - 20 days,B Goods Producing,349970.0
2020-08-30,Number of paid jobs - 20 days,C Services,1453660.0
2020-08-30,Number of paid jobs - 20 days,Z No Match,49520.0
2020-08-30,Weekly earnings - median - 20 days,Total,1000.8
2020-08-30,Weekly earnings - median - 20 days,A Primary,972.0
2020-08-30,Weekly earnings - median - 20 days,B Goods Producing,1125.0
2020-08-30,Weekly earnings - median - 20 days,C Services,981.59
2020-08-30,Weekly earnings - median - 20 days,Z No Match,640.57
2020-08-30,Weekly earnings - upper quartile - 20 days,Total,1438.0
2020-08-30,Weekly earnings - upper quartile - 20 days,A Primary,1281.0
2020-08-30,Weekly earnings - upper quartile - 20 days,B Goods Producing,1468.57
2020-08-30,Weekly earnings - upper quartile - 20 days,C Services,1447.87
2020-08-30,Weekly earnings - upper quartile - 20 days,Z No Match,928.01
2020-08-30,Weekly earnings - lower quartile - 20 days,Total,635.5
2020-08-30,Weekly earnings - lower quartile - 20 days,A Primary,656.1
2020-08-30,Weekly earnings - lower quartile - 20 days,B Goods Producing,862.5
2020-08-30,Weekly earnings - lower quartile - 20 days,C Services,587.5
2020-08-30,Weekly earnings - lower quartile - 20 days,Z No Match,392.79
2020-09-06,Number of paid jobs - 20 days,Total,1936210.0
2020-09-06,Number of paid jobs - 20 days,A Primary,80010.0
2020-09-06,Number of paid jobs - 20 days,B Goods Producing,350790.0
2020-09-06,Number of paid jobs - 20 days,C Services,1454880.0
2020-09-06,Number of paid jobs - 20 days,Z No Match,50530.0
2020-09-06,Weekly earnings - median - 20 days,Total,1004.5
2020-09-06,Weekly earnings - median - 20 days,A Primary,972.0
2020-09-06,Weekly earnings - median - 20 days,B Goods Producing,1125.75
2020-09-06,Weekly earnings - median - 20 days,C Services,987.0
2020-09-06,Weekly earnings - median - 20 days,Z No Match,637.5
2020-09-06,Weekly earnings - upper quartile - 20 days,Total,1431.76
2020-09-06,Weekly earnings - upper quartile - 20 days,A Primary,1288.0
2020-09-06,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470.0
2020-09-06,Weekly earnings - upper quartile - 20 days,C Services,1442.31
2020-09-06,Weekly earnings - upper quartile - 20 days,Z No Match,925.99
2020-09-06,Weekly earnings - lower quartile - 20 days,Total,645.0
2020-09-06,Weekly earnings - lower quartile - 20 days,A Primary,648.08
2020-09-06,Weekly earnings - lower quartile - 20 days,B Goods Producing,865.0
2020-09-06,Weekly earnings - lower quartile - 20 days,C Services,599.95
2020-09-06,Weekly earnings - lower quartile - 20 days,Z No Match,383.57
2020-09-13,Number of paid jobs - 20 days,Total,1928660.0
2020-09-13,Number of paid jobs - 20 days,A Primary,79160.0
2020-09-13,Number of paid jobs - 20 days,B Goods Producing,350670.0
2020-09-13,Number of paid jobs - 20 days,C Services,1450190.0
2020-09-13,Number of paid jobs - 20 days,Z No Match,48630.0
2020-09-13,Weekly earnings - median - 20 days,Total,1009.62
2020-09-13,Weekly earnings - median - 20 days,A Primary,970.36
2020-09-13,Weekly earnings - median - 20 days,B Goods Producing,1133.58
2020-09-13,Weekly earnings - median - 20 days,C Services,991.78
2020-09-13,Weekly earnings - median - 20 days,Z No Match,635.54
2020-09-13,Weekly earnings - upper quartile - 20 days,Total,1440.71
2020-09-13,Weekly earnings - upper quartile - 20 days,A Primary,1292.58
2020-09-13,Weekly earnings - upper quartile - 20 days,B Goods Producing,1479.51
2020-09-13,Weekly earnings - upper quartile - 20 days,C Services,1447.96
2020-09-13,Weekly earnings - upper quartile - 20 days,Z No Match,923.32
2020-09-13,Weekly earnings - lower quartile - 20 days,Total,650.0
2020-09-13,Weekly earnings - lower quartile - 20 days,A Primary,634.62
2020-09-13,Weekly earnings - lower quartile - 20 days,B Goods Producing,870.0
2020-09-13,Weekly earnings - lower quartile - 20 days,C Services,600.0
2020-09-13,Weekly earnings - lower quartile - 20 days,Z No Match,389.61
2020-09-20,Number of paid jobs - 20 days,Total,1933110.0
2020-09-20,Number of paid jobs - 20 days,A Primary,78260.0
2020-09-20,Number of paid jobs - 20 days,B Goods Producing,350730.0
2020-09-20,Number of paid jobs - 20 days,C Services,1455510.0
2020-09-20,Number of paid jobs - 20 days,Z No Match,48600.0
2020-09-20,Weekly earnings - median - 20 days,Total,1009.36
2020-09-20,Weekly earnings - median - 20 days,A Primary,961.54
2020-09-20,Weekly earnings - median - 20 days,B Goods Producing,1135.06
2020-09-20,Weekly earnings - median - 20 days,C Services,994.13
2020-09-20,Weekly earnings - median - 20 days,Z No Match,604.8
2020-09-20,Weekly earnings - upper quartile - 20 days,Total,1440.75
2020-09-20,Weekly earnings - upper quartile - 20 days,A Primary,1278.14
2020-09-20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1477.01
2020-09-20,Weekly earnings - upper quartile - 20 days,C Services,1451.39
2020-09-20,Weekly earnings - upper quartile - 20 days,Z No Match,852.75
2020-09-20,Weekly earnings - lower quartile - 20 days,Total,647.5
2020-09-20,Weekly earnings - lower quartile - 20 days,A Primary,615.38
2020-09-20,Weekly earnings - lower quartile - 20 days,B Goods Producing,873.0
2020-09-20,Weekly earnings - lower quartile - 20 days,C Services,604.01
2020-09-20,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
2020-09-27,Number of paid jobs - 20 days,Total,1942840.0
2020-09-27,Number of paid jobs - 20 days,A Primary,77900.0
2020-09-27,Number of paid jobs - 20 days,B Goods Producing,351700.0
2020-09-27,Number of paid jobs - 20 days,C Services,1464130.0
2020-09-27,Number of paid jobs - 20 days,Z No Match,49110.0
2020-09-27,Weekly earnings - median - 20 days,Total,1009.35
2020-09-27,Weekly earnings - median - 20 days,A Primary,968.14
2020-09-27,Weekly earnings - median - 20 days,B Goods Producing,1139.25
2020-09-27,Weekly earnings - median - 20 days,C Services,992.31
2020-09-27,Weekly earnings - median - 20 days,Z No Match,530.74
2020-09-27,Weekly earnings - upper quartile - 20 days,Total,1442.31
2020-09-27,Weekly earnings - upper quartile - 20 days,A Primary,1296.0
2020-09-27,Weekly earnings - upper quartile - 20 days,B Goods Producing,1480.0
2020-09-27,Weekly earnings - upper quartile - 20 days,C Services,1452.85
2020-09-27,Weekly earnings - upper quartile - 20 days,Z No Match,819.11
2020-09-27,Weekly earnings - lower quartile - 20 days,Total,636.71
2020-09-27,Weekly earnings - lower quartile - 20 days,A Primary,620.0
2020-09-27,Weekly earnings - lower quartile - 20 days,B Goods Producing,874.75
2020-09-27,Weekly earnings - lower quartile - 20 days,C Services,594.0
2020-09-27,Weekly earnings - lower quartile - 20 days,Z No Match,219.65
2020-10-04,Number of paid jobs - 20 days,Total,1951760.0
2020-10-04,Number of paid jobs - 20 days,A Primary,78970.0
2020-10-04,Number of paid jobs - 20 days,B Goods Producing,352640.0
2020-10-04,Number of paid jobs - 20 days,C Services,1469720.0
2020-10-04,Number of paid jobs - 20 days,Z No Match,50430.0
2020-10-04,Weekly earnings - median - 20 days,Total,1011.21
2020-10-04,Weekly earnings - median - 20 days,A Primary,961.54
2020-10-04,Weekly earnings - median - 20 days,B Goods Producing,1141.35
2020-10-04,Weekly earnings - median - 20 days,C Services,996.43
2020-10-04,Weekly earnings - median - 20 days,Z No Match,604.8
2020-10-04,Weekly earnings - upper quartile - 20 days,Total,1442.31
2020-10-04,Weekly earnings - upper quartile - 20 days,A Primary,1286.22
2020-10-04,Weekly earnings - upper quartile - 20 days,B Goods Producing,1485.27
2020-10-04,Weekly earnings - upper quartile - 20 days,C Services,1456.89
2020-10-04,Weekly earnings - upper quartile - 20 days,Z No Match,838.18
2020-10-04,Weekly earnings - lower quartile - 20 days,Total,640.0
2020-10-04,Weekly earnings - lower quartile - 20 days,A Primary,594.0
2020-10-04,Weekly earnings - lower quartile - 20 days,B Goods Producing,876.86
2020-10-04,Weekly earnings - lower quartile - 20 days,C Services,597.97
2020-10-04,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
2020-10-11,Number of paid jobs - 20 days,Total,1958590.0
2020-10-11,Number of paid jobs - 20 days,A Primary,80080.0
2020-10-11,Number of paid jobs - 20 days,B Goods Producing,351450.0
2020-10-11,Number of paid jobs - 20 days,C Services,1477520.0
2020-10-11,Number of paid jobs - 20 days,Z No Match,49540.0
2020-10-11,Weekly earnings - median - 20 days,Total,1012.24
2020-10-11,Weekly earnings - median - 20 days,A Primary,961.54
2020-10-11,Weekly earnings - median - 20 days,B Goods Producing,1148.39
2020-10-11,Weekly earnings - median - 20 days,C Services,994.02
2020-10-11,Weekly earnings - median - 20 days,Z No Match,604.8
2020-10-11,Weekly earnings - upper quartile - 20 days,Total,1442.31
2020-10-11,Weekly earnings - upper quartile - 20 days,A Primary,1287.5
2020-10-11,Weekly earnings - upper quartile - 20 days,B Goods Producing,1491.03
2020-10-11,Weekly earnings - upper quartile - 20 days,C Services,1452.5
2020-10-11,Weekly earnings - upper quartile - 20 days,Z No Match,869.34
2020-10-11,Weekly earnings - lower quartile - 20 days,Total,636.5
2020-10-11,Weekly earnings - lower quartile - 20 days,A Primary,595.53
2020-10-11,Weekly earnings - lower quartile - 20 days,B Goods Producing,880.0
2020-10-11,Weekly earnings - lower quartile - 20 days,C Services,589.52
2020-10-11,Weekly earnings - lower quartile - 20 days,Z No Match,313.79
2020-10-18,Number of paid jobs - 20 days,Total,1951270.0
2020-10-18,Number of paid jobs - 20 days,A Primary,80930.0
2020-10-18,Number of paid jobs - 20 days,B Goods Producing,346060.0
2020-10-18,Number of paid jobs - 20 days,C Services,1474370.0
2020-10-18,Number of paid jobs - 20 days,Z No Match,49910.0
2020-10-18,Weekly earnings - median - 20 days,Total,1009.6
2020-10-18,Weekly earnings - median - 20 days,A Primary,948.03
2020-10-18,Weekly earnings - median - 20 days,B Goods Producing,1146.0
2020-10-18,Weekly earnings - median - 20 days,C Services,992.8
2020-10-18,Weekly earnings - median - 20 days,Z No Match,599.09
2020-10-18,Weekly earnings - upper quartile - 20 days,Total,1442.31
2020-10-18,Weekly earnings - upper quartile - 20 days,A Primary,1271.01
2020-10-18,Weekly earnings - upper quartile - 20 days,B Goods Producing,1488.82
2020-10-18,Weekly earnings - upper quartile - 20 days,C Services,1454.2
2020-10-18,Weekly earnings - upper quartile - 20 days,Z No Match,848.62
2020-10-18,Weekly earnings - lower quartile - 20 days,Total,628.07
2020-10-18,Weekly earnings - lower quartile - 20 days,A Primary,575.0
2020-10-18,Weekly earnings - lower quartile - 20 days,B Goods Producing,878.28
2020-10-18,Weekly earnings - lower quartile - 20 days,C Services,585.84
2020-10-18,Weekly earnings - lower quartile - 20 days,Z No Match,185.57
2020-10-25,Number of paid jobs - 20 days,Total,1962510.0
2020-10-25,Number of paid jobs - 20 days,A Primary,83080.0
2020-10-25,Number of paid jobs - 20 days,B Goods Producing,352790.0
2020-10-25,Number of paid jobs - 20 days,C Services,1476290.0
2020-10-25,Number of paid jobs - 20 days,Z No Match,50350.0
2020-10-25,Weekly earnings - median - 20 days,Total,1024.0
2020-10-25,Weekly earnings - median - 20 days,A Primary,976.12
2020-10-25,Weekly earnings - median - 20 days,B Goods Producing,1139.29
2020-10-25,Weekly earnings - median - 20 days,C Services,1008.0
2020-10-25,Weekly earnings - median - 20 days,Z No Match,639.5
2020-10-25,Weekly earnings - upper quartile - 20 days,Total,1451.39
2020-10-25,Weekly earnings - upper quartile - 20 days,A Primary,1304.24
2020-10-25,Weekly earnings - upper quartile - 20 days,B Goods Producing,1475.6
2020-10-25,Weekly earnings - upper quartile - 20 days,C Services,1476.91
2020-10-25,Weekly earnings - upper quartile - 20 days,Z No Match,928.02
2020-10-25,Weekly earnings - lower quartile - 20 days,Total,662.76
2020-10-25,Weekly earnings - lower quartile - 20 days,A Primary,628.42
2020-10-25,Weekly earnings - lower quartile - 20 days,B Goods Producing,875.29
2020-10-25,Weekly earnings - lower quartile - 20 days,C Services,617.68
2020-10-25,Weekly earnings - lower quartile - 20 days,Z No Match,386.67
2020-11-01,Number of paid jobs - 20 days,Total,1958020.0
2020-11-01,Number of paid jobs - 20 days,A Primary,84440.0
2020-11-01,Number of paid jobs - 20 days,B Goods Producing,355570.0
2020-11-01,Number of paid jobs - 20 days,C Services,1466630.0
2020-11-01,Number of paid jobs - 20 days,Z No Match,51380.0
2020-11-01,Weekly earnings - median - 20 days,Total,1040.0
2020-11-01,Weekly earnings - median - 20 days,A Primary,967.14
2020-11-01,Weekly earnings - median - 20 days,B Goods Producing,1153.91
2020-11-01,Weekly earnings - median - 20 days,C Services,1023.75
2020-11-01,Weekly earnings - median - 20 days,Z No Match,639.47
2020-11-01,Weekly earnings - upper quartile - 20 days,Total,1476.04
2020-11-01,Weekly earnings - upper quartile - 20 days,A Primary,1303.85
2020-11-01,Weekly earnings - upper quartile - 20 days,B Goods Producing,1505.9
2020-11-01,Weekly earnings - upper quartile - 20 days,C Services,1496.0
2020-11-01,Weekly earnings - upper quartile - 20 days,Z No Match,930.02
2020-11-01,Weekly earnings - lower quartile - 20 days,Total,680.0
2020-11-01,Weekly earnings - lower quartile - 20 days,A Primary,598.23
2020-11-01,Weekly earnings - lower quartile - 20 days,B Goods Producing,886.38
2020-11-01,Weekly earnings - lower quartile - 20 days,C Services,638.51
2020-11-01,Weekly earnings - lower quartile - 20 days,Z No Match,379.19
2020-11-08,Number of paid jobs - 20 days,Total,1972220.0
2020-11-08,Number of paid jobs - 20 days,A Primary,86050.0
2020-11-08,Number of paid jobs - 20 days,B Goods Producing,357280.0
2020-11-08,Number of paid jobs - 20 days,C Services,1479790.0
2020-11-08,Number of paid jobs - 20 days,Z No Match,49100.0
2020-11-08,Weekly earnings - median - 20 days,Total,1023.0
2020-11-08,Weekly earnings - median - 20 days,A Primary,960.71
2020-11-08,Weekly earnings - median - 20 days,B Goods Producing,1149.0
2020-11-08,Weekly earnings - median - 20 days,C Services,1007.25
2020-11-08,Weekly earnings - median - 20 days,Z No Match,575.55
2020-11-08,Weekly earnings - upper quartile - 20 days,Total,1450.55
2020-11-08,Weekly earnings - upper quartile - 20 days,A Primary,1292.5
2020-11-08,Weekly earnings - upper quartile - 20 days,B Goods Producing,1495.23
2020-11-08,Weekly earnings - upper quartile - 20 days,C Services,1470.32
2020-11-08,Weekly earnings - upper quartile - 20 days,Z No Match,831.23
2020-11-08,Weekly earnings - lower quartile - 20 days,Total,660.02
2020-11-08,Weekly earnings - lower quartile - 20 days,A Primary,600.0
2020-11-08,Weekly earnings - lower quartile - 20 days,B Goods Producing,880.0
2020-11-08,Weekly earnings - lower quartile - 20 days,C Services,622.72
2020-11-08,Weekly earnings - lower quartile - 20 days,Z No Match,275.4
2020-11-15,Number of paid jobs - 20 days,Total,1977050.0
2020-11-15,Number of paid jobs - 20 days,A Primary,88150.0
2020-11-15,Number of paid jobs - 20 days,B Goods Producing,359140.0
2020-11-15,Number of paid jobs - 20 days,C Services,1479600.0
2020-11-15,Number of paid jobs - 20 days,Z No Match,50160.0
2020-11-15,Weekly earnings - median - 20 days,Total,1020.0
2020-11-15,Weekly earnings - median - 20 days,A Primary,952.0
2020-11-15,Weekly earnings - median - 20 days,B Goods Producing,1150.0
2020-11-15,Weekly earnings - median - 20 days,C Services,1002.0
2020-11-15,Weekly earnings - median - 20 days,Z No Match,604.8
2020-11-15,Weekly earnings - upper quartile - 20 days,Total,1451.42
2020-11-15,Weekly earnings - upper quartile - 20 days,A Primary,1287.54
2020-11-15,Weekly earnings - upper quartile - 20 days,B Goods Producing,1500.0
2020-11-15,Weekly earnings - upper quartile - 20 days,C Services,1470.0
2020-11-15,Weekly earnings - upper quartile - 20 days,Z No Match,852.5
2020-11-15,Weekly earnings - lower quartile - 20 days,Total,659.35
2020-11-15,Weekly earnings - lower quartile - 20 days,A Primary,594.0
2020-11-15,Weekly earnings - lower quartile - 20 days,B Goods Producing,878.73
2020-11-15,Weekly earnings - lower quartile - 20 days,C Services,621.0
2020-11-15,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
2020-11-22,Number of paid jobs - 20 days,Total,1994690.0
2020-11-22,Number of paid jobs - 20 days,A Primary,91380.0
2020-11-22,Number of paid jobs - 20 days,B Goods Producing,363400.0
2020-11-22,Number of paid jobs - 20 days,C Services,1488840.0
2020-11-22,Number of paid jobs - 20 days,Z No Match,51070.0
2020-11-22,Weekly earnings - median - 20 days,Total,1020.06
2020-11-22,Weekly earnings - median - 20 days,A Primary,970.0
2020-11-22,Weekly earnings - median - 20 days,B Goods Producing,1151.99
2020-11-22,Weekly earnings - median - 20 days,C Services,1000.0
2020-11-22,Weekly earnings - median - 20 days,Z No Match,642.79
2020-11-22,Weekly earnings - upper quartile - 20 days,Total,1455.5
2020-11-22,Weekly earnings - upper quartile - 20 days,A Primary,1296.27
2020-11-22,Weekly earnings - upper quartile - 20 days,B Goods Producing,1507.5
2020-11-22,Weekly earnings - upper quartile - 20 days,C Services,1471.15
2020-11-22,Weekly earnings - upper quartile - 20 days,Z No Match,932.58
2020-11-22,Weekly earnings - lower quartile - 20 days,Total,661.5
2020-11-22,Weekly earnings - lower quartile - 20 days,A Primary,617.47
2020-11-22,Weekly earnings - lower quartile - 20 days,B Goods Producing,876.7
2020-11-22,Weekly earnings - lower quartile - 20 days,C Services,618.75
2020-11-22,Weekly earnings - lower quartile - 20 days,Z No Match,388.8
2020-11-29,Number of paid jobs - 20 days,Total,2002880.0
2020-11-29,Number of paid jobs - 20 days,A Primary,92390.0
2020-11-29,Number of paid jobs - 20 days,B Goods Producing,365120.0
2020-11-29,Number of paid jobs - 20 days,C Services,1493650.0
2020-11-29,Number of paid jobs - 20 days,Z No Match,51720.0
2020-11-29,Weekly earnings - median - 20 days,Total,1022.25
2020-11-29,Weekly earnings - median - 20 days,A Primary,938.57
2020-11-29,Weekly earnings - median - 20 days,B Goods Producing,1153.85
2020-11-29,Weekly earnings - median - 20 days,C Services,1004.0
2020-11-29,Weekly earnings - median - 20 days,Z No Match,644.87
2020-11-29,Weekly earnings - upper quartile - 20 days,Total,1457.13
2020-11-29,Weekly earnings - upper quartile - 20 days,A Primary,1273.0
2020-11-29,Weekly earnings - upper quartile - 20 days,B Goods Producing,1504.15
2020-11-29,Weekly earnings - upper quartile - 20 days,C Services,1476.5
2020-11-29,Weekly earnings - upper quartile - 20 days,Z No Match,934.58
2020-11-29,Weekly earnings - lower quartile - 20 days,Total,665.5
2020-11-29,Weekly earnings - lower quartile - 20 days,A Primary,580.15
2020-11-29,Weekly earnings - lower quartile - 20 days,B Goods Producing,880.48
2020-11-29,Weekly earnings - lower quartile - 20 days,C Services,625.0
2020-11-29,Weekly earnings - lower quartile - 20 days,Z No Match,390.39
2020-12-06,Number of paid jobs - 20 days,Total,2021180.0
